,reviews,sentiments
1883,"sat 35j/ 35k two seat row . aircraft 3x4x3 otherwise . see seat review . aircraft full boarding seating well handled ground staff . aircraft left 10 min early , arrived 15 min ahead schedule . within one hour arrival gate connecting flight aberdeen . service ok thing british airway . food bland unexciting , drink service limited . breakfast served way late flight . major complaint , toilet clean functional . inflight entertainment worked ok volume/ bud type headphone poor distorted dialogue hard follow . picture ok. cabin crew polite job . arrival terminal 5 c gate passage gate breeze 0600 hr , walked straight boarder control , one else line ! even security quiet .","Based on the text provided, I would calculate the sentiment as 0.2."
1884,"heathrow terminal 3 budapest april 2017. busy flight bank holiday weekend resulting wheelie bag taken passenger . seated row 12f 6th row economy class . taking on-time , took 70 min food trolley travel 6 row . service absolute shamble ! 2 staff serving full flight whilst 2 staff serve approximately 12 people business class . instead standard routine person side trolley serving different row , one steward stood whilst stewardess struggled use ipad payment machine . instead prioritising passenger yet served , stewardess kept serving row already served ( finished drink time took travel 4 row ) . senior purser appeared told clearly flustered staff plane serve 45 min flight time left ! british airway really let go downhill - going way fly unless 're cheapest option .",-0.8
1885,zürich london heathrow . part 12-days-trip almost around world first leg zürich london british airway . turned quite pleasant enjoyable experience . thanks early online-check-in managed secure bulkhead aisle-seat . would preferred window-seat though . boarding started time friendly purser welcoming passenger . settled approached request . said flight completely full promised best . less five minute returned offered seat window emphasized actual seat much legroom . stayed . rest crew seemed cheerful happy . special request passenger dealt professionalism . brought snack water along wise thing catering-service slow . new procedure take much time let passenger disappointed choice running quickly . ba reinstall old system . cabin spacious aircraft showed age . flight took delay 20 minute gate terminal 5 15 minute scheduled arrival time .,0.6
1886,dublin london . 421 euro worst business class flight imagine . business class extra leg room middle seat blocked . outbound dublin around lunchtime . hungry ham dish nothing else . told order kosher meal eat ham . practically nothing eat . stewardess kind enough give bread snack . however looking forward decent meal forking business class flight . ordered kosher meal return flight . got kosher meal vile . sort salmon tasteless . poor experience . ba call business class worse low cost carrier .,-0.8
1887,"flew british airway london gatwick orlando . contrary lot review found aircraft staff board fine . sat 24 g-viio seat comfortable big enough decent amount recline . agree ife standard airline watchable fairly decent amount content . staff friendly , attentive helpful problem . inflight meal typical chicken vegetarian option plus sandwich offered shortly arrival .",0.6
1888,"british airway aberdeen london heathrow . service would expect budget carrier like easyjet ryanair . difference price 150 % expensive . easyjet offer service aberdeen london gatwick around £50 return . flight cost girlfriend £160 . complementary snack offered , pay £60 top luggage added hold . reason flew british airway connecting flight heathrow another airline . british airway use excuse high fair frill `` fee '' pay heathrow . n't buy though . connecting flight heathrow cost £420 14 hour flight . yet 1 hour 30 minute flight ba cost £220 . work ?",-0.7
1889,"london heathrow toronto . british airway airline organisation chosen staff year fly route offered business destination . recently director getting complaint service , cleanliness comfort several member staff , listened busy really n't listened properly , exactly ba seems based personal experience . recent trip toronto summed everything . firstly , paying around £1000 extra premium economy seat three u travelling , unlike competitor ba provide priority boarding , line economy passenger ? . board met smiling staff , immaculately dressed , others look bad night , manages quality standard ? . premium economy offer little space economy , however . service level cabin minimum , food unexceptional , honest disgrace compared price , towards end flight offered second drink ' biscuit ' delivered fanfare 'gold bar ' delivered , however discontent upset flight passenger premium economy palpable vocal , staff could cared less . company air canada offer superior experience price . ba management need get act together otherwise many customer organisation edge abandoning completely . familiarity definitely breed contempt , ba really taking biscuit product . marketing image match reality . ba ground service management toronto appalling , staff sitting around , passenger bag missing , delayed , one help ? staff openly rude dismissive . thorough review needed .",-0.85
1890,"london boston . amazing flight without problem , arriving time despite little late departure . seat confort great economy . back seat good leg space seemed average ... seat confort a380 seemed better emirate a380 . crew great , available special attention kid .",0.6
1891,"newark london heathrow . careful choosing flight new york . jfk flight 20+ year old boeing 747-400s - prone breaking tarmac . 747 `` new 1st '' cramped avoid 747 flight whenever possible . deliberately choose newark served new boeing 787. coming back one - 8 seat 1st class . bad , bit better boeing 777 - nowhere close singapore airline , emirate etc . lounge shared one cathay pacific . ok , apart `` 1st '' dining area , 1st class passenger bundled club passenger . nice set though . boarded time dinner . tasteless starter prawn fennel . horrible soup . chicken main ok. wine ok. bed made slept hour . stacked landed ahead schedule . plane seemed pretty empty club empty . club lousy set seat appalling . walked cabin reminded cramped daft ying yang seat .","Based on the tone and language used in the text, the sentiment seems to be negative. I would rate the sentiment of this text as -0.7."
1892,"london heathrow newark . heard lot ba first class `` wing '' lhr checking made way - directly check area . security screening area prompt find first ba 1st class lounge . know exclusive `` concorde '' lounge would probably plonk - check staff mention better lounge . first one rammed - end end negotiated way around bag carry luggage strewn place . concorde lounge half empty breakfast dining area . okay . lounge long , long overdue refurbishment . boeing 777 parked b terminal shown seat friendly fa . champagne served chilled . cabin looked little tired suspect plane one first new first . new liberty branded wash bag light year ahead tacky bag last december . amuse bouche - flower wcs . nine passenger first - average spend £3,000 - one way , total revenue would circa £36,000 . well done ba , saved £10 two bunch flower loo 9 x £5 amuse bouche - grand saving operating cost massive £55 . lunch chosen cheap tacky menu ( pizza express better quality ) - eye popped read lead appetizer , quote : `` loch fyne kinglas smoked salmon oscietra caviar , burford egg , shallot , creme fraiche chive cress . '' oh goodness - caviar . excitement short lived . caviar alright - five egg . ( yes folk 5 egg , 5 gram ) laugh . soup horrible . salad never arrived . main cod fillet cod cheek good indeed . wine ok. fa fine . landed ahead schedule - whoever landed plane zen master pilot . feel plane touch tarmac .",0.5
1893,"pisa london gatwick . started return flight shared lounge . pleasant busy . walked tarmac plane ba mean pay skybridge anymore . plane fairly new lot better old crate flew . took time . front row business class . meal - looked nice . salmon salad - say good indeed . wife hot cheese sandwich said ok. champagne served bottle , nice . landed time closer terminal . bad ba .",0.6
1894,"heathrow san francisco . upper deck economy , great service , friendly efficient crew . comfortable . check swift , tend like self check self bag tag , airline going way accept - quick problem .",0.8
1895,"berlin london . embarrassment ! national carrier become laughing stock . german passenger u amazed item refreshment purchased . transaction took long , paid card . two elderly male flight attendant barely able service full flight within time available . refreshment offer limited . british airway used epitomise service quality : like cheap carrier .",-0.8
1896,"london gatwick pisa . fly route often flight first south terminal . `` user friendly '' north - meander around , - place . could also refurbishment . approached new ba lounge , easy miss best place terminal , reservation everything ba nowadays cheap skimpy . pleasant surprise - pretty top notch . good food plenty booze . nice airy spacious seating . wondered moment wandered wrong lounge . good far . flight called new found love affair ba quickly receded . walk gate mile , took u 15 minute - needed bit run well . arrived nice sweaty . plane busy front row ( best seat ) . usual disappointment lousy seat - economy masquerading business seat . plane old dirty . wc disgusting - dark dingy `` bowl '' - well , dare even try describe - save looked like previous person flushed - leaving permanent effect . took time . wife sandwich - said dry tasteless . settled couple gin tonic . n't expect much nowadays ba therefore disappointed - get chance disappointed . crew fine - n't like ba cost cut . one said `` spend half flight apologising passenger . '' also said charging economy customer food gone like lead balloon . notice boarding two passenger bringing food drink board . disgraceful .","Based on the text provided, the sentiment score is approximately -0.35."
1897,"london heathrow phoenix . flying british airway year , although n't used recently . surprised service lack service . national carrier turned worst . crew nce friendly , real complaint apart 10.5 hour flight day , nowhere seen 1.5 hour landing . food absolutely appalling . dinner offered choice meat vegetarian . chicken filet hard leather sort indistinguishable brown gravy totally tasteless.the chicken served sweet potatoe mash pea purée , thing edible plate . tiny beetroot salad . obligatory hard rock bread roll . dessert , small piece chocolate brownie.complimentary drink sight people n't realise could ask wine etc . small container water tray.this meal served 2 hour flight nothing eat roughly landing . time served folded slice pizza served box , packet crisp popcorn ( carbohydrate ) small container water . tasted pizza tasteless like cardboard.so left took crisp popcorn me.then tea/coffee served . expecting gourmet meal , thought given food provided british airway . fruit , salad , proper vegetable . soft drink offered proper serving even basic water . flight entertainment exist . couple new film , rest old unheard . music/radio ( audio ) new music unheard artist . daughter , booked expensive direct flight destination u . asked book british airway . would rather travel virgin delta indirect . far worst ever experience flying long distance airline quite honestly could n't wait get .","Based on the text provided, the sentiment analysis of the text would be -0.8."
1898,"gatwick st lucia return . bound world traveller , return club . arriving evening went baggage drop . reading instruction approached offered help ba staff member . check cheerfully done . ba airport staff faultless . seat , food entertainment good , drink plentiful , staff attentive friendly . return trip , flight crew greeted u smile showed u seat . club seat headphone , eye mask , sock , blanket etc . drink service started straight away available flight . dinner breakfast terrific . staff attentive friendly flight . flight clean aircraft friendly attentive crew . could n't fault flight however sympathy trouble . sad happy passenger post positive review . thank ba , shall flying .",0.9
1899,"london heathrow bangkok . already flown ba10 bangkok london month ago really hoping got better seat crazy business class seating route . course pay extra reserve seat wanted make sure together booked j k seat . check lhr good , lounge t5 packed ( friday afternoon ) , happy bussed flight . priority boarding bus arrived whole herd boarded business class door could n't even get seat ! boarding , toilet business class order scribbled note stuck door ( n't fixed prior flight ? ) . reason throughout flight people coming business class use toilet angered staff stop . constant queue toilet one action cabin passenger using business toilet ! good enough . food wine ok crew good . flat bed good . disembarking slow . movie ba10 four week earlier .",0.1
1900,"singapore london heathrow - reading negative review press ba late , expecting much trip . terminal 5 breeze one best thing flying ba , checked cleared security within 20 minute . secured seat upper deck a380 , seemed intimate lower deck . seat comfortable journey entertainment fine . ba cabin crew seemed rushed throughout journey , lead purser busy talking guest entering aircraft , hello acknowledgement . got seat , space left overhead locker , help cabin crew n't expect either , looked told u store bag . food kept bare minimum 13.5 hour journey 2 hot meal provided dinner breakfast , nothing . actually surprised receive second hot meal breakfast . got food snack qantas flight singapore australia , much shorter 7 hour . still understand ba considered 4 star airline ! qantas also 4 star airline much better ! disappointed ba , prepared worst . would fly score cheap seat .",-0.6
1901,"london heathrow stockholm arlanda . ba rapidly becoming budget airline premium airline price . 'm silver card holder always chosen fly ba , primarily maintain . . 's worth bothering gallery lounge heathrow hot food replaced ( time ) sandwich cake . small touch like takeaway biscuit etc . gone . 'm fourth time stay extra night end destination evening seat flight - even 6 week ahead . 's hard raise smile many check staff/stewards - n't seem care anymore . last time flew premium economy , food inedible . book another airline principle . say hope ba end learning hard way saving penny lose pound customer leave . 're going low cost airline , charge low cost price .",-0.6
1902,"bangkok london heathrow . boarding usual farce unintelligible boarding announcement resulting free . flight packed full . inflight entertainment system n't work entire flight - 13 hour flight also time spent ground waiting push back nearly 14 hour . noticed ba n't seem care ife working ba0009 ba0010 quite usual route passenger complaining time aircraft wide problem effecting passenger . captain made number announcement apologising asking passenger patience explaining n't cabin crew fault , obviously experiencing passenger dissatisfaction . explained system overheated - well calm thing ! eat served meal board due becoming unwell previous ba0009 flight never want experience , looking forward eating snack usually available , however told withdrawn - happy brought sandwich airport although felt hungry . managed remembered well eva air compare sandwich even pot noodle meal ! cabin crew nice serving meal stored trolley two aft toilet next rear door side aircraft effectively blocking access 4 toilet . passenger wanting toilet quite struggle push past . never seen experienced flight wondered actually safety concern . ie blocking door ? also experienced sinus problem , pain congestion believe due air quality boeing 777 airplane , air dry little humidity . take precaution taken month recover terrible headache , sinus pain congestion . experience flying 777 's flight crew forum line discussing 777 air quality problem . captain hand apologise disembarking passenger clearly annoyed plane fully serviceable . complained ba also emailed ceo alex cruze urged crew . email ceo forwarded customer service , surprise . customer service replied quickly , investigated confirmed time constraint loading food full compliment loaded hence snack . advised lack ife would investigated maintenance team . would acknowledge problem air quality n't expect . way compensation given 3000 avios point paltry especially point radically devalued economy passenger , worth third year ago used avios accepted ! frankly disappointed flight ba 's level compensation , tried stay loyal national carrier currently confidence anything done improve passenger experience route . way check fly route ba , risk ? therefore looking option future including middle eastern airline plane change !",-0.7
1903,istanbul london . sad say british airway little budget airline masquerading really expensive one . hard see difference flight experience budget airline british airway except ticket price . disappointment high high expectation paid extra comfortable trip instead felt totally ripped every possible shortcut taken ensure discomfort profit margin . n't flown british airway year shocked much gone downhill . riding good reptutation short changing customer ! save coin something else n't get pay british airway .,-0.8
1904,"belfast seoul via london heathrow . pretty poor . short haul connection london good , pay food drink genuinely felt like leg room long haul . flight london cramped , 'm slightly average height mean giant really struggled get comfortable . seat narrow , little leg room space put foot taken assume processor ife system seat front . seat narrow got pretty uncomfortable around 2 hour . food ok , nothing special . much thimble drinking water get every hour hardly enough . child remember food ba flight good something gone terribly wrong . staff one thing ba going minute , one thing left ba old actually worthy name . friendly staff flight airport . flew route qatar airway month quite simply different league . one last note , build terminal 5 meant `` world class '' . firstly smoking area , although 're constantly told smoke many people still chose . expect people wait terminal hour connection ca n't even enjoy fag process though seems toilet unofficial smoking area 're normally met wall smoke walk . someone walk airport buy rolex gucci outfit , like people . recommend set shop normal people actually afford thing rather window shop .",-0.6
1905,"paris london heathrow . ba gold guest list member 75,000 tier point . believe happening ba . attendant crew look embarrased offering poor quality product . cramped seat , chaotic boarding , every flight announced `` flight busy today want check bag '' . word , crammed many seat room cabin luggage . pay food even water . two trolley pas slowly aisle take long serve pay food drink , effectively blocking access toilet whole flight . let cost-cutting ceo understanding quality service run premium priced airline . appalling high cost carrier low cost service - shame called british . airline terminal decline need look matched status proper premium airline . n't pay ba shortfall , use cheap alternative , service .",-0.8
1906,"world traveler plus heathrow sfo . whinge experience new entertainment system re-booted . boarding pretty much average , zone boarding economy , everybody get . first time premium economy , loved . ba shined post-flight . unforgivable walked wrong checked bag . discovered 3 hour drive later . got contacted staff ba luggage , spite mess entirely fault , immediately volunteered fedex overnight bag . also , come cruise line famed food , food stood surprisingly well compared oceania 's .",0.2
1907,"buenos aire london . warned ba gone downhill , decided give try long haul flight . start , reserve seat prior check-in , unless paying 2000€ business class ticket willing spend additional 90€ per leg seat reserved . call insane , honest . waited waited waited till check-in opened , made get forward facing aisle seat . latam lounge buenos aire nice , food average connecting santiago time take shower , ground crew extremely nice attentive . boarding sort mess , ba let frequent flyer ( flying business ) board business class door , flood people moving back forth get rear plane ; crew simply unable handle process , feel like taken care boarding . aircraft 3-class boeing 777-300 looked bit `` tired '' . seat absolute worst part flight , narrow , hard nice sleep , aisle passenger configuration feel like `` wall '' one side exposed people/trolleys passing aisle side ; flat little short ( even , 'm 180cm high , giant ) narrow find forced sleep side ; addition lie drawer accessible , therefore literally space store anything , even glass wear . food ok ( still ca n't understand ba run entrée option business class ) , crew mature long trip friendly nice , really show suffering cost cut keep apologizing everything available working . entertainment system made smile bit , selection movie ok screen much smaller carrier economy class one . sum , average flight , lie-flat seat would call premium economy experience business one . ba need improve business class well par compared almost european carrier , even compare middle east airline .","Based on the text provided, the sentiment analysis of the flight experience leans towards the negative side. On a scale from 1 (very positive) to -1 (very negative), the sentiment score would be approximately -0.6."
1908,"gatwick pisa . check gatwick breeze . chaotic boarding process though . flight took approximately 10 minute late . cabin crew exceptional one thing ba going . middle seat vacant business class reality extra leg room seat passenger front decides recline even less room . catering . ba getting wrong . insisting dumbing reasonable standard . hardly call 'cheese toast ' satisfactory meal choice . despite calling croque monsieur still cheese toast ever way look ! hope mr cruz read review . customer want . ba turning high cost frill airline . much motto 'to fly serve ' . remember mr cruz mr walsh , airline offering much better service .",-0.6
1909,"flew british airway london dubai . start , awful seat . felt like squashed passenger either side . need room . rude staff , shocked . top host came around food completely skipped working way back . interrupted ask food got annoyed . moved seat back removed food tray , man behind hit chair started yelling . 'm female travelling alone felt frightened . show little space everyone given . 'm really disappointed ba .",-0.9
1910,"stuttgart london british airway . thing changed . passenger queue gate easyjet ryanair , rather sitting waiting called . unsurprisingly , boarding stuttgart agency staff chaotic - unsure entitled . cabin crew increasingly young inexperienced , probably older member left view transformation british airway budget airline . visible ! people bothered purchase over-priced snack drink offer . way , three cabin crew member gathered rear galley , chatted , munched away spare food business class section surreptitiously taken rear . rear noticed one two lavatory economy class ripped replaced two seat without window . directly opposite one remaining toilet passenger looked particularly unhappy - least constant queue alongside . everything british airway shabby , telling passenger little valued . even mention extra cost hold luggage seat reservation . ticket theoretically gave choice seat , appointed time four choice left . , , wo n't flying unless option fail .",-0.6
1911,"flew nice gatwick . £3.00 sandwich club class . travel business class , whether long haul europe , better experience . even important , since quality service economy nosedived 'stewardship ' señor cruz . started badly discovered ( ) flight terminal , remote location required much waiting bus , like charter flight . asked staff member , told terminal small cope , noticed low cost carrier norwegian parked jetty . booked seat second row wanted choice hot meal - rear club often option due catering limitation . passenger offered choice curry , think ( yum ) salmon ( yuck ) . time nice crew got u salmon left . high potassium , fish must avoid . asked dish run second row ? `` two loaded '' , reply . `` ; two , whole club ? '' . `` yes '' . asked else board , told would pay £3 & sandwich economy . help avios , ticket cost £500.00 . beyond belief executive card holder treated way . ( nice ) cabin crew excruciatingly embarrassed . ba wake loyal passenger swallow hard ( pun ) migrate carrier . 'd rather fly easyjet spend £300 change nice meal .",-0.7
1912,"london lgw lima . booked fly premium economy back business overnight . like ba ’ website allows split class like . event got upgraded business way . idea . frequent flyer . flight left arrived time . ( gatwick ’ sunday morning check scrum awful ) . ba cabin crew ground staff polite helpful . food good outward . slightly poorer quality meat return peru catering supplier . cabin clean , plastic partition carpet looking bit tired . ife screen old small . plane g-ymms , way . hate ba penny pinching even paid £1600 still want another £60 pick seat .",0.6
1913,"punta cana gatwick return . would really like say good thing recent two flight ba find nothing . layout business class cabin bad half seat facing backwards someone staring little divider , seat extremely narrow easily turn sleep position low almost impossible get . 50 year traveling , worse business class . selection film music limited screen small . food two trip passable nothing wine less passable unless like plonk . suppose much fun flight attendant work low class environment one thing absolutely necessary , saved best last return flight temperature cabin close freezing wore two pullover blanket still cold . know many former ba customer bemoaning fall standard aboard regret join group , possible never fly ba .","Based on the sentiment analysis, the text would be rated around -0.8 on a scale from 1 (very positive) to -1 (very negative)."
1914,"washington london heathrow return . british airway seems identify crisis . full service low cost carrier ? meal cut back almost nothing . seat selection fee abound . checked baggage fee may apply , depending upon type ticket purchased . united airline better trans-atlantic coach product ba . food : outbound overnight flight , breakfast reduced granola bar . return flight , dinner tiny . small amount food half-filled bowl , presented large tray , emphasize lack food . pre-landing snack replaced aforementioned granola bar . given lack food , ba switch buy-on-board , least fewer people would go hungry . flight crew seemed apologetic lack food . seat fee : n't know `` full service '' carrier assign seat advance part paid ticket . assume cost another $ 40 per ticket ba . luggage fee : completely opaque policy . outbound trip , told ticket included one free checked luggage item . return told checked bag would extra , although kindly baggage check-in attendant waived fee u ( doubt , much victim ba 's indecipherable baggage fee policy passenger ) . entertainment : boeing 777-200 outbound good , modern , on-demand ife system . return boeing 747-400 , system older on-demand system , small blurry screen almost unwatchable . cabin crew generally friendly . fairness , flight time nothing went wrong . ba feel cheap stingy . likely fly competition future .","Based on the sentiment expressed in the text, the sentiment score would be around -0.7."
1915,"new york jfk london heathrow return . review based three different criterion : service , food , seat comfort . overall service good . flight attendant attentive throughout flight , professional . request handled timely manner . flight full , service suffer . food flight absolutely disgusting inedible . choice thai vegatable curry , chicken dish ate one bite . highlight meal two bite chocolate granache . also , eliminated second meal/snack service - served tea/coffee cookie . poor indeed . seat comfort best 've experienced economy . managed 4 hour sleep 7 hour crossing . slideable headrest allow head bob . disgusting food would give 9/10 .","Based on the evaluation of the text, the sentiment score of this text would be approximately -0.4.

This score reflects a slightly negative sentiment due to the negative aspects highlighted in the review, such as the disgusting and inedible food, as well as the reduction in the second meal/snack service. However, positive aspects like the attentive service and good seat comfort contribute to a slightly less negative overall sentiment."
1916,"malaga gatwick . seat barely legroom reclines 1 2 degree - impossible relax . food drink ( including coffee water ) charged airline provides one trolley whole plane . sitting row 28 ( 30 ) took u nearly 2 hour served card accepted , make thing worse . appalling . want fly like , fly ryanair fraction price .",-0.9
1917,"stavanger la vega via london heathrow . salute fantastic staff terminal 3 helping group everything seemed lost , american airline terrible customer service . trip originally meant codeshare flew ba booking aa flight lhr la via jfk . trip took place april 3rd 2017 risked stranded 16 19 traveler lhr , aa somehow `` magically '' losing itinerary interested helping , rather blaming everyone else . ba service personnel spent hour trying solve , decided take matter hand . got u 16 traveler direct flight lhr la day , arranging accommodation , transport to/from airport dinner / breakfast , even though aa mainly responsible journey . service on-board expect economy flight duration . seat good , food right , complimentary drink welcome . ife great , screen little small compared newer aircraft 's type long haul , particular issue .",0.4
1918,"flew british airway london heathrow moscow return easter 2017. plane old , seat cover reminded unclean grey carpet . way moscow seat next emergency exit leg space though screen entertainment well table getting stuck choose watching film food resulting food provided placed lap cup coffee floor . food miserable - stone-cold cheese onion sandwich without alternative whereas crew hot lunch meat noticed queuing toilet ( two fully booked economy class ) . way back london seat middle cabin little leg space literally could even cross leg , knee stuck seat front . seat reclining either . food even worse inbound flight - stone-cold cheese onion sandwich replaced stone-cold cheese onion small bun hot drink served 4 four hour flight . fly ba russia . employ tactic easyjet albeit latter superior comfort customer service .","Based on the text provided, the sentiment score would be approximately -0.8, indicating a slightly negative sentiment."
1919,copenhagen mexico city via london heathrow . upper deck window seat . british airway us 2-4-2 configuration every second seat backwards . serve window center seat crew open blind seat pas food drink aisle seat . also mean face face passenger besides . could great horrible . food nothing special service polite . bag make flight representative ground helpful bag arrived next day . pick . would fly usually good fare mexico .,0.2
1920,"gatwick rome return . outward flight plane full . booked paid aisle seat , legroom narrow seat . eat aircraft . landed time . return flight left rome late , full . time booked paid aisle seat near emergency exit - leg room . food plane & . chose ploughman option looked glossy catalogue . food bore little resemblance photograph - dry filled . feel sorry cabin crew take age serve food , receive payment ( ca n't use cash ) clear . passenger near rear aircraft would lucky served . british airway european flight nothing no-frills airline . much cost cutting open door look cheaper option offering service . good enough .",-0.6
1921,"prague london heathrow . british airway lost plot . ba budget airline offer bare minimum service higher budget fare . check-in ridiculous wait category processed , gold member , bronze member , family , business class , silver member . last get round calling anyone left 's scowl shabby attendant board plane . seating fair , though leg room tight . flight left little late arrived almost time , fine . food , even coffee provided couple flight attendant come aisle snail 's pace trolley . ca n't believe ba make passenger pay extra food drink . ba show much budget airline fr cry illustrious past . wonder happened ba fallen far ? last flight ba unless option available ba expensive direct budget competitor full service airline anymore .",-0.8
1922,"london istanbul . ever increasingly disappointed british airway , constant penny pinching material affect hard product staff seem dispirited . seat , lounge food , aircraft cleanliness , board food beverage sub par compared rival airline . recent flight back took aisle seat change . flight quite full constant stream people economy cabin coming business class cabin use toilet . really quite irritating especially meal service . attempt made crew stop even close curtain splitting cabin even complaint . find aircraft consistently dirty flight someone left chewing gum seat well . think ba n't care , flight istanbul , electronic device banned , airline allow boarding arrange taken . british airway even bothered offer entertainment , even extra magazine flight . really n't appear give care passenger even flying business class .","Based on the text provided, the sentiment score would be approximately -0.8, indicating a high level of negativity towards British Airways and their services."
1923,"paris orly new york via london . unlike american carrier european carrier , beverage service short haul flight . tea cost 2.30 pound . economy overseas joke , bring premium drinks/service back front economy class passenger get see kind amenity could . replaced 2nd meal used offer snack option ( cooky , snack-sized kit kat snack-sized mar ) , may one . asked extra snack , told , one . onboard medium decent , nothing write home . classify airline slightly budget airline ( get one meal entertainment ) much better .","Based on the text provided, the sentiment can be classified as slightly positive. I would assign a sentiment score of approximately 0.3 to this text based on the overall tone and content."
1924,"los angeles london heathrow . agree review . ba gone far cost cutting service flight attendant able offer appalling . 's nothing positive left say . newly refurbished 747 look drab cramped new uncomfortable slimline seat , disgusting cheap meal . flight attendant pleasant see 're embarrassed nothing offer . would fine british airway still charge premium price ? took flight route virgin atlantic difference ! little extra make long flight bearable still price cheaper . 'm afraid say wo n't flying ba anymore unless 's use avios 'd acquired !",-0.8
1925,"london milan linate . landed london taking connecting flight orange county california dallas dallas london american . landed london 1:15 p.m. flight leave 6:30 p.m. went british airway help desk asked could get 3:00 flight . told go gate wait see full flight flight one carry one nothing checked . went gate boarding told impossible would go ticket area least hour change ticket . wait another 3 hour . traveling 18 hour . gate boarding looked bag said would check . explained regulation carry bag last two flight bag 30 flight carry . explained last connecting flight traveling long time want wait long time bag getting late . rude tagged bag still gave carry tarmack get bus plane . decided carry plane . fit easily overhead every flight ( bag bigger mine . actually came plane took bag put cargo hold . n't annoying enough , could believe asked water take pill charged bottle water . also charged woman next cup tea . could understand possible one discount airline british airway . end frustration took almost hour get bag belt stopped halfway process . travel agent never book someone else unless viable choice .",-0.9
1926,"london nice return . british airway gone , food board ? arrived nice 1 hour foudd baby 's buggy another section altogether , one informed . returning buggy arrived heathrow - two year old without buggy one know anything . told three different message buggy , n't buggy ? terrible service round , airline gone staff really n't care - especially heathrow baggage office . simply n't cater family care .",-0.75
1927,"baltimore nice via london . ordeal started could check online . called ba said flight airport control check airport . fair enough known something wrong . get airport 3 hour ahead ( wanted get good seat ) told premium economy overbooked , involuntarily bumped economy . never mind bought paid ticket 4 month ago . staff even nice . quite beligerent . offered compensation card $ 94 . got amount , n't know . would preferred seat . tell need contact ba refund difference price . need contact ? moved , know moved , n't automatic ? inconvenienced twice mistake . send e-mail refund form yet hear . week . horrible flight . severe back pain ( one reason booked premium , extra room ) made worse economy seat . screen work movie , although flight attendant try . though wanted make bad trip . fast forward , france , tried use compensation card , declined . tried use amazon nespresso online . also declined . really ba ? sent another e-mail telling card working . nothing . flown ba past happy . anymore . ba . fly problem , come .",-0.7
1928,"business class sale convinced give try trip home sofia boston . say wife , daughter completely pleased , somewhat surprisingly . quick efficient checkin business class counter sofia . decent contract lounge . excellent service food onboard club europe flight london club world flight boston . terrific flight attendant , much better food used united , lh austrian . gluten allergy need order special meal . three gluten free meal trip among best . three included flavorful sauce , something lh always omits special meal . gallery lounge b satellite terminal excellent . much food offer lh o lounge , even new ua lounge heathrow t2 , quiet comfortable . really liked quirky club world business cabin . middle section great couple , every seat storage drawer entertainment system solid . four toilet business class . complaint : outrageous policy required pay reserve seat together business class . fight full , probably could gotten seat together checkin , want take risk , ba got additional revenue , obviously .",0.85
1929,"excellent experience roundtrip trip hong kong copenhagen london . despite economy class , flight attendant attentive also proactive ( serving need even needed ask ) . friendly made u feel completely home . on-board entertainment selection extensive , high-quality option ( english international movie high caliber ) screen interface modern easy use . seat flight hkg-lhr boeing 777-300er new , much comfortable average older seat . pilot incredibly descriptive flight path taking , kept u date term turbulence , arrival time , weather without overbearing overly disruptive . regard pre-boarding/ground service , one check-in representative went way accommodating boyfriend could sit together window seat ( available check-in due fact bought ticket separately selected seat beforehand ) . really appreciated willingness look could make trip pleasant . first time flying british airway , long time since last boarded long-haul flight , trip exceeded expectation . british airway opinion outdated carrier many deem .",0.8
1930,"london heathrow larnaca . british airway used good airline . another expensive airline low cost service . ticket price still high n't offer food drink short haul flight . also , let choose seat unless pay . really dissapointed .",0.1
1931,"flew london gatwick san jose costa rica . flown business numerous occasion noticed decline british airway . service flight appalling . travelling couple sat centre seat cabin staff appeared ignore offering cabin service i.e . drink , towel etc .. normal routine stuff . many occasion request attention . chosen meal available outward return flight sat row 2 front service . collection waste item requested . galley kitchen restocked end flight looked like bomb site , glass cup available even glass water . cabin staff noticeable absence flight . hot towel soon size postage stamp . toilet bag cheap . ba totally lost plot . longer premium service willie walsh co. need take flight emirate , qatar etc . realise failing . business seating configuration ridiculous . passenger centre seat hurdle way isle isle passenger leg . part trip made domestic flight connect . service reverse cost n't . ba want become budget airline need offer budget fare . n't think clue . future avoid unless absolutely necessary . positive trip lounge gatwick . lounge san jose joke .",-0.85
1932,"flight new york jfk london heathrow extremely uncomfortable , although entertainment quite good tv , food horrible , plasticy tasting , tasty . flight heathrow back jfk many delay , although anyone 's control , inconvenient terribly long wait board new plane ( 5 hour ) . first told would brought new plane soon possible , almost hour later many delay disappointment notified . passangers wait hour get new plane . wish discomfort plane , bad food , time delay reduced dramatically . far , good first trip british airway .",-0.7
1933,poor customer service british airway . partner flight overbooked accommodated different flight day via point oman . upset change trip delay would occur result accepted thing happen told go straight boarding flight oman . asked ticket second flight given form ticket told would visit transfer desk oman get boarding pass . arriving oman clue flight meant full . left 4 hour communication anyone transfer unit shop vending machine offer refreshment . pleading airport staff placed flight bahrain transferred original planned destination new delhi . approximately 12 hour delayed arriving receive single apology day . say traumatising experience understatement .,"Based on the text provided, the sentiment would be approximately -0.8, which indicates a very negative sentiment towards the experience with British Airways and their partner flight."
